Company,degree,betweenness,closeness,eigenvector,clustering,effective size,constraint
netflix,0.12989690721649486,0.0001283363986027127,0.40779629713732074,0.054666969576338834,0.844342037890425,10.650793650793652,0.0331210029853502
vmware,0.07422680412371134,6.784518408659276e-05,0.38949407903298094,0.03291480995366013,0.8952380952380953,4.666666666666668,0.04550842552725387
freecodecamp,0.0577319587628866,0.0006907784282123886,0.38678172472216643,0.026961989783490934,0.9285714285714286,2.928571428571427,0.04769789115333038
yahoo,0.03505154639175258,2.5769626884475777e-05,0.37990325355747667,0.016380132555328043,0.8676470588235294,3.117647058823529,0.07367125666265227
nvlabs,0.002061855670103093,0.0,0.2730671370211558,0.0006460939491263797,0.0,1.0,1.0
angular,0.15051546391752577,0.0003602789804458126,0.41449146022464994,0.05666901851355365,0.73896499238965,19.794520547945204,0.03167869753719473
linuxdeepin,0.004123711340206186,0.0,0.36207207086116744,0.002475598116510021,1.0,1.0,0.503315497352864
ansible,0.13402061855670103,0.0002562900819213973,0.40779629713732074,0.05560698665799576,0.8317307692307693,11.769230769230766,0.033165878302738115
nodejs,0.26597938144329897,0.0021872909080834168,0.4560086672422257,0.08667707424024865,0.547843992248062,58.87596899224806,0.02594121358289058
airbnb,0.38762886597938145,0.00496128878852029,0.5049259606373008,0.11426227553740152,0.42075321424507905,109.31914893617021,0.022463496847201458
rust-lang,0.27835051546391754,0.00205907588833195,0.4605460669162777,0.09471954266108241,0.584742951907131,56.644444444444446,0.025027250837967394
influxdata,0.1958762886597938,0.0002427552331950209,0.4305570206984736,0.07760991553673635,0.8109742441209407,18.76842105263158,0.029610878657331193
meteor,0.38969072164948454,0.0058351051095137775,0.5076952072221489,0.1112187341856159,0.3969379714060565,114.37566137566138,0.02265565900704869
bytedance,0.30103092783505153,0.0029443681463344105,0.4675240376271304,0.09426102739213785,0.5035427491733585,72.98630136986301,0.02480102111874443
fex-team,0.002061855670103093,0.0,0.25595325193595897,0.0002317520752385504,0.0,1.0,1.0
ipfs,0.03917525773195876,6.311159075920088e-07,0.3788666826064331,0.019630020826971944,0.9883040935672515,1.2105263157894726,0.06556368399552974
citrix,0.026804123711340208,0.0,0.36207207086116744,0.010047331223985838,1.0,1.0,0.11125607273775875
thunlp,0.0,0.0,0.0,3.488482422777398e-24,0.0,,
apple,0.12989690721649486,0.00023390227043316186,0.4071983553526619,0.050376138211689125,0.7726574500768049,15.095238095238095,0.03386428869724887
crowdstrike,0.19381443298969073,0.0009841948977524142,0.42856370115820286,0.07497030105713981,0.7520018302447953,24.06382978723404,0.02847151618023343
ebay,0.012371134020618558,0.0,0.36349381983051765,0.005355616334899864,1.0,1.0,0.18603289201488205
deepmind,0.012371134020618558,0.0,0.3658883772734064,0.005097898995868351,1.0,1.0,0.18195219891710054
xamarin,0.10515463917525773,0.00015979209799516444,0.3995816954683675,0.04380465021142218,0.8345098039215686,9.274509803921568,0.03609544263710753
servo,0.20824742268041238,0.0017208209364673033,0.43459980962521977,0.07397360431738408,0.6433663366336634,36.66336633663366,0.027371735767237504
ory,0.15876288659793814,0.00014632121886543398,0.41698089842419733,0.06455253921049596,0.8574846206425154,11.831168831168824,0.032143235808897094
tencent,0.04948453608247423,4.1845578914361175e-05,0.3830472804834696,0.018279452381966134,0.8115942028985508,5.333333333333332,0.06250917372428401
hyperledger,0.012371134020618558,2.6940547938380684e-06,0.3639702206428774,0.00418468018653889,0.6666666666666666,2.6666666666666665,0.18540571799415473
basecamp,0.24123711340206186,0.0014379826523478185,0.4457612814615015,0.08438205526971546,0.627763041556145,44.17948717948718,0.026931008975560965
nextdoor,0.38556701030927837,0.0057302754517148235,0.5030965187509338,0.11295275956699385,0.4157897763210856,109.66310160427807,0.022559199880423843
criteo,0.0,0.0,0.0,3.488482422777398e-24,0.0,,
khronosgroup,0.06804123711340207,2.8101878463060064e-05,0.38894856911836895,0.026860189108768258,0.8920454545454546,4.454545454545453,0.04944257855599074
telus,0.04742268041237113,6.292185037379173e-05,0.3814687889430157,0.02158113969864179,0.8616600790513834,4.043478260869566,0.06090891615642447
samsung,0.12577319587628866,0.00019866759276663255,0.40600771688671855,0.048902582405543765,0.7945355191256831,13.32786885245902,0.035015225011277816
cloudera,0.041237113402061855,4.225007392248577e-06,0.3809455121406248,0.01936806636188443,0.9210526315789473,2.5,0.06321623486362335
trailofbits,0.13608247422680414,0.00010896668995617802,0.41020572873045114,0.05511960989372918,0.8275058275058275,12.212121212121211,0.03273791325586558
jitsi,0.088659793814433,2.1572062991449014e-05,0.39391387000073114,0.03775873021510954,0.9158361018826136,4.534883720930232,0.04141722923650658
amzn,0.020618556701030927,5.15575411535138e-06,0.3722644481910395,0.00884925964810403,0.8444444444444444,2.4000000000000004,0.11880769624094852
pingcap,0.2020618556701031,0.0033060371917061114,0.43122558750080037,0.07901750483755013,0.7889753839680202,21.469387755102048,0.02867803196707514
openai,0.18969072164948453,0.0004674511332029674,0.42724504361617766,0.07180473588655344,0.7565695174390826,23.152173913043484,0.02984977788820631
frappe,0.0288659793814433,9.915025570644554e-06,0.37579063376253785,0.013993117688620663,0.9010989010989011,2.2857142857142865,0.09351429113548801
servicenow,0.1463917525773196,0.0016483223541631496,0.4138737382272958,0.06145434895659907,0.849496981891348,11.535211267605632,0.03043460211195626
qiniu,0.04948453608247423,0.0,0.3825196671494703,0.025462948098002036,1.0,1.0,0.05290829058802383
uber,0.16907216494845362,0.00015241963571780887,0.42077163386441735,0.06921965079454381,0.8488407106293285,13.243902439024396,0.030442524273122117
cyberark,0.03917525773195876,8.520064752492119e-07,0.37783575285784415,0.020048254277432707,0.9883040935672515,1.2105263157894726,0.06591761671815055
freshworks,0.23505154639175257,0.0011312911853083821,0.44291750933096563,0.0851710329671454,0.6694612637789163,38.35087719298245,0.02703768502569444
infinitered,0.09484536082474226,3.2814565681386364e-05,0.39503453534923966,0.03949406026145979,0.8908212560386474,5.913043478260867,0.039911752461839575
sage,0.02268041237113402,0.0,0.3722644481910395,0.011256241711774457,1.0,1.0,0.10233099300125367
easemob,0.008247422680412371,0.0,0.3601936165376335,0.004658313854807071,1.0,1.0,0.25629432011284725
fastai,0.04536082474226804,1.7723826884224272e-05,0.3825196671494703,0.020531803624358882,0.8614718614718615,3.90909090909091,0.061554273723347715
iuap-design,0.07628865979381444,5.526346233073316e-05,0.38949407903298094,0.03532212825094982,0.9369369369369369,3.2702702702702737,0.04180537633443696
tryghost,0.1422680412371134,0.00013365200228836955,0.4114211531118747,0.05909826728480233,0.8516624040920716,11.086956521739133,0.031701385515618526
delta,0.004123711340206186,0.0,0.28193835365534564,0.001431427898662192,1.0,1.0,0.5103724422815754
vercel,0.18144329896907216,0.0005126567054766153,0.424631924083357,0.06353080169337147,0.6747648902821317,29.295454545454547,0.03130117528483487
docusign,0.02268041237113402,0.0,0.3668550572662027,0.010049013070369987,1.0,1.0,0.11752072308850955
dell,0.026804123711340208,3.276947981727738e-07,0.37528280858177765,0.01302947154329968,0.9871794871794872,1.1538461538461533,0.08844722167471827
wordpress,0.004123711340206186,0.0,0.3310003317646191,0.0022435243792817672,1.0,1.0,0.5044219712020919
facebook,0.4329896907216495,0.010591911816146729,0.5299795388368616,0.11430345105957901,0.3372066529961267,139.52380952380952,0.02143836343846853
paytm,0.03711340206185567,1.0379823337990494e-05,0.37990325355747667,0.01766938064230353,0.8954248366013072,2.7777777777777786,0.06859223939431583
alteryx,0.09072164948453608,3.7462150457336465e-05,0.39503453534923966,0.03959862174419726,0.8932346723044398,5.5909090909090935,0.039099913680481165
vuejs,0.18350515463917527,0.005661445935714263,0.42593447599772305,0.05881258877023589,0.575076608784474,38.39325842696629,0.030372073512351133
filamentgroup,0.01443298969072165,1.1566341297859023e-05,0.3707734023371368,0.006215640338875312,0.8095238095238095,2.1428571428571432,0.17306762351711008
storybookjs,0.07422680412371134,1.8317843806841255e-05,0.38894856911836895,0.0288570336538563,0.9285714285714286,3.5,0.05046624646712696
mdn,0.06391752577319587,0.00011138363126028242,0.38786212060127856,0.02543971820764355,0.8795698924731182,4.612903225806452,0.052887876693094804
rails,0.11752577319587629,6.010244878074535e-05,0.40423475742433107,0.05068192778280697,0.9041353383458647,6.368421052631582,0.03499689075827681
minio,0.15051546391752577,0.00010754912234490422,0.41449146022464994,0.06300233082541264,0.8972602739726028,8.397260273972606,0.032520703735303934
aspnet,0.020618556701030927,8.474262636964662e-06,0.3692942531256854,0.007885480598877144,0.8666666666666667,2.2,0.13263130572590062
ant-design,0.04536082474226804,3.5403261389747303e-06,0.3825196671494703,0.0200452074584276,0.9567099567099567,1.90909090909091,0.060544922067683936
ericsson,0.13608247422680414,6.636635361404513e-05,0.4096007055317337,0.055996220451585525,0.875058275058275,9.121212121212125,0.03319134457134416
coinbase,0.002061855670103093,0.0,0.3497597964112285,0.001243927577446559,0.0,1.0,1.0
tensorflow,0.10515463917525773,0.0010258315599806346,0.3995816954683675,0.038141519104050566,0.7050980392156863,15.745098039215684,0.039194182046775994
baidu,0.08247422680412371,2.69550499319574e-05,0.39279954505023407,0.03814470095668439,0.9461538461538461,3.1000000000000014,0.03937096655256668
yandex,0.041237113402061855,8.068905146522936e-06,0.37783575285784415,0.015971757813851566,0.9368421052631579,2.1999999999999993,0.07530640907248513
commaai,0.16907216494845362,0.0006388597983072376,0.4201350655832306,0.06161706691108613,0.686841312857573,26.365853658536587,0.030186393149655877
mastercard,0.0,0.0,0.0,3.488482422777398e-24,0.0,,
seagate,0.18144329896907216,0.0003428040390749623,0.4239836310694892,0.06952302473854999,0.7646290491118077,21.477272727272734,0.02996745239241946
ExpediaInc,0.2268041237113402,0.0014387917730061847,0.4401097913637329,0.08201429539101818,0.6650542118432027,37.509090909090915,0.026906942295282996
huggingface,0.053608247422680416,4.99427876293685e-05,0.3846388896821544,0.019991060523173565,0.7784615384615384,6.53846153846154,0.05906953044457531
huawei,0.0,0.0,0.0,3.488482422777398e-24,0.0,,
vimeo,0.15670103092783505,0.0004004759526651167,0.4163557396559452,0.062043876826750485,0.771578947368421,18.131578947368418,0.03030239325521049
koajs,0.032989690721649485,1.6788017503215724e-05,0.37579063376253785,0.014268644002906068,0.925,2.125,0.08449577695755929
gatsbyjs,0.04536082474226804,3.0260367705474667e-06,0.3814687889430157,0.018343960643980098,0.974025974025974,1.5454545454545467,0.06600802874376066
skillz,0.18350515463917527,0.0009378162623435373,0.42528220268072814,0.06977056491633515,0.72829417773238,24.910112359550567,0.029176346720244998
signalapp,0.1443298969072165,0.0009126811668193358,0.413257854688267,0.05633169392218953,0.7523809523809524,18.08571428571429,0.0318254228080643
powershell,0.020618556701030927,0.0,0.37326515907327346,0.010589340120466568,1.0,1.0,0.1105873534926835
twitter,0.10103092783505155,9.101567719202547e-05,0.3995816954683675,0.04656144351056821,0.9413265306122449,3.816326530612244,0.03531336092638978
medium,0.32577319587628867,0.002241959954157759,0.4796360593273151,0.1048384842815689,0.5147948077078126,77.17721518987342,0.023767493516439062
clojure,0.002061855670103093,0.0,0.3497597964112285,0.001243927577446559,0.0,1.0,1.0
procore,0.16907216494845362,0.00013716688899046277,0.42141013406755007,0.06957162867863491,0.8545618789521229,12.78048780487805,0.030232755604585076
genius,0.18350515463917527,0.002552787709620921,0.4265887532265983,0.06859199049791259,0.7244637385086823,25.247191011235955,0.02926068083929847
electron,0.13195876288659794,0.00014513824020350152,0.4083959975742874,0.051569142697168675,0.8134920634920635,12.75,0.03431829190722582
home-assistant,0.06391752577319587,0.0001042765141011062,0.38786212060127856,0.026550247707317207,0.7978494623655914,7.06451612903226,0.05296698771227149
nytimes,0.010309278350515464,0.0,0.3678268587424046,0.00587756052174554,1.0,1.0,0.20660948832265374
firebase,0.15670103092783505,0.00017487086712024774,0.4163557396559452,0.06336953862695216,0.8126315789473684,15.05263157894737,0.03072394129538562
mercari,0.10927835051546392,1.4544461719287535e-05,0.4007348893946832,0.04814802332081707,0.9426705370101597,3.981132075471699,0.03583027677326017
jupyter,0.051546391752577324,4.867273290322231e-05,0.3830472804834696,0.022109635029108624,0.8933333333333333,3.5599999999999987,0.05871718348833835
okta,0.016494845360824743,0.0,0.37027903780068727,0.008520205889234158,1.0,1.0,0.1352858014775182
realm,0.051546391752577324,1.457029171385918e-05,0.3825196671494703,0.022744342395105227,0.9366666666666666,2.5199999999999996,0.05764718664361752
docker,0.20824742268041238,0.000548545362560359,0.43392074742268044,0.08058560830587846,0.7722772277227723,23.772277227722768,0.02873577687019105
mandiant,0.026804123711340208,0.0,0.37376753479208,0.011732398428619563,1.0,1.0,0.09835111453128159
mercadolibre,0.16082474226804125,0.00034672346585570504,0.418867689819782,0.06628188723195436,0.8331668331668332,13.84615384615384,0.030053460028078214
groupon,0.0,0.0,0.0,3.488482422777398e-24,0.0,,
reactjs,0.13608247422680414,0.00016546220115152302,0.4089974644337488,0.050275538627972655,0.7846153846153846,15.0,0.035865087213256444
papers-we-love,0.0,0.0,0.0,3.488482422777398e-24,0.0,,
tauri-apps,0.03917525773195876,1.3167609171277138e-06,0.3809455121406248,0.01810259080515278,0.9824561403508771,1.3157894736842088,0.0663480030235596
youzan,0.041237113402061855,3.5608162778899863e-06,0.3804236689733088,0.02090945486740039,0.968421052631579,1.6000000000000014,0.06347829601947577
smartrent,0.08453608247422681,1.1539925210028739e-05,0.39279954505023407,0.03726560030858159,0.9402439024390243,3.3902439024390247,0.04097430553962206
prisma,0.03505154639175258,1.7883855377072956e-06,0.37629983516330007,0.015722179222827308,0.9485294117647058,1.8235294117647065,0.073607899979749
opentext,0.006185567010309279,0.0,0.3639702206428774,0.0035950881863958026,1.0,1.0,0.33836762288718236
python,0.11134020618556702,0.00011707884981337336,0.4007348893946832,0.04591583334178282,0.8385744234800838,9.555555555555557,0.03691286849505562
netease,0.03711340206185567,1.408824419647396e-06,0.3783505154639175,0.016195797994701316,0.954248366013072,1.7777777777777786,0.0723705603589216
kotlin,0.012371134020618558,0.0,0.35695279993639517,0.0061759306897791084,1.0,1.0,0.17718313146867867
coupa,0.15051546391752577,0.00010584424753335632,0.4138737382272958,0.06314309580544294,0.8683409436834094,10.479452054794521,0.03148669868155549
denoland,0.1443298969072165,0.0008701642975312174,0.4114211531118747,0.04948477258887157,0.6554865424430641,24.771428571428572,0.03370219243770765
bazelbuild,0.1134020618556701,4.4074280607033234e-05,0.4030613619020544,0.04846765789650574,0.8915824915824916,6.854545454545452,0.03535197562300454
cisco,0.02268041237113402,2.2392477875139541e-07,0.3742712646233362,0.011623924900529842,0.9818181818181818,1.1818181818181817,0.10084270392991591
coursera,0.2020618556701031,0.002381678124425828,0.4318962338266181,0.0756162162953759,0.7100778455712182,29.122448979591837,0.027931487567618676
ironsource,0.09278350515463918,0.0012742720503071223,0.39672754050073633,0.04083490870935199,0.8646464646464647,6.955555555555556,0.03792594793734766
veritone,0.0865979381443299,0.00022972174865158317,0.39616159536450135,0.03731217445504237,0.8199767711962834,8.38095238095238,0.039664699546254026
laravel,0.03711340206185567,0.000584511789925447,0.37732238906320037,0.011094937663627787,0.673202614379085,6.555555555555555,0.09142660283843831
spring-projects,0.04536082474226804,3.5601119150421743e-06,0.3809455121406248,0.021421069026341603,0.9523809523809523,2.0,0.06077909726625808
autodesk,0.012371134020618558,3.759127470467676e-06,0.36444787185107014,0.004522824134613756,0.8666666666666667,1.666666666666667,0.19946234706796145
didi,0.061855670103092786,2.434304214997748e-07,0.3873211692475808,0.03083910806832452,0.9977011494252873,1.0666666666666664,0.04662410873692311
kubernetes,0.21237113402061855,0.0004372719063394414,0.4352810005493972,0.07918277398431615,0.7292975442604226,28.611650485436897,0.0291586069592663
containers,0.1422680412371134,3.49531770568494e-05,0.41264380141235574,0.06071463608522484,0.9317988064791134,5.637681159420289,0.03312720682184926
pinterest,0.1463917525773196,0.00024746876528145776,0.413257854688267,0.058809350812404106,0.8060362173038229,14.577464788732392,0.03179801113691277
nutanix,0.07628865979381444,3.0725379711716214e-07,0.3911398286626978,0.03565083777119105,0.996996996996997,1.1081081081081052,0.04209860806196621
semantic-org,0.006185567010309279,0.0,0.3668550572662027,0.003596306585824069,1.0,1.0,0.3382141292708101
box,0.016494845360824743,1.7020399235974524e-05,0.3712690887038977,0.007456965554156446,0.8571428571428571,2.0,0.15045775606743564
doctrine,0.041237113402061855,0.00020380140848251182,0.3783505154639175,0.016437505048772793,0.8210526315789474,4.4,0.07877956277088131
appian,0.36701030927835054,0.0036315796206790735,0.4950254516051969,0.11090592059892296,0.445058084174443,99.2247191011236,0.023154420460839823
hexojs,0.002061855670103093,0.0,0.3578727813795302,0.0012501120903547192,0.0,1.0,1.0
rethinkdb,0.04536082474226804,0.0001270750118754236,0.3809455121406248,0.02239434417282415,0.8614718614718615,3.90909090909091,0.05773441184073759
openresty,0.01443298969072165,0.0,0.3611304009759629,0.007350121403541509,1.0,1.0,0.1530272276936851
videojs,0.020618556701030927,5.701558483359625e-07,0.37326515907327346,0.01010399347081374,0.9777777777777777,1.1999999999999993,0.11757852784660339
kriasoft,0.061855670103092786,5.863517752328224e-06,0.3841068856853602,0.023885229838844408,0.960919540229885,2.133333333333333,0.055968650854496343
gulpjs,0.032989690721649485,0.0,0.37528280858177765,0.016022635051121767,1.0,1.0,0.07427403748465652
tusimple,0.1154639175257732,0.00012333205721850498,0.402477215000747,0.04556396975674929,0.7935064935064935,12.357142857142854,0.035744634675543514
pytorch,0.06804123711340207,0.0002818992675860684,0.38894856911836895,0.025341852458511303,0.7556818181818182,8.818181818181817,0.05070688372340966
gothinkster,0.0,0.0,0.0,3.488482422777398e-24,0.0,,
opntec,0.002061855670103093,0.0,0.2517763176341935,0.00010927447477120145,0.0,1.0,1.0
douban,0.026804123711340208,0.0,0.3768104183860454,0.01470016600526114,1.0,1.0,0.08554982871985146
blockchain,0.05567010309278351,0.003133346733449151,0.38678172472216643,0.02380436632266307,0.8176638176638177,5.7407407407407405,0.05186006657158507
shadowsocks,0.07628865979381444,1.3719575492287067e-05,0.39169150684134757,0.0360857341821489,0.9534534534534534,2.675675675675677,0.041445809264750305
netdata,0.1154639175257732,4.166742219051024e-05,0.402477215000747,0.05207066712526111,0.9266233766233766,5.035714285714285,0.03369705864975977
